"人工林_合計(ha)","人工林_10年生以下(ha)","人工林_  11～20年(ha)","人工林_  21～30年(ha)","人工林_ 31～40年(ha)","人工林_ 41～50年(ha)","人工林_ 51～60年(ha)","人工林_ 61年生以上(ha)","天然林_合計(ha)","天然林_10年生以下(ha)","天然林_  11～20年(ha)","天然林_  21～40年(ha)","天然林_ 41～60年(ha)","天然林_ 61年生以上(ha)"
"220361.0","1743.0","10032.0","33713.0","71932.0","62936.0","17253.0","22750.03","135650.0","220.0","2293.0","34521.0","79239.0","19377.0"
